title,company,seniority_level,max_salary,company_size,work_type,company_rating,applies
UX Designer,Startup B,Senior,142215,5001+,On-site,3.9,16
Frontend Developer,Intel,Mid,103408,201-1000,On-site,3.2,18
Sales Representative,Oracle,Mid,67864,51-200,Remote,4.4,15
Product Manager,Amazon,Lead,232456,1-50,Hybrid,2.2,15
Data Scientist,Salesforce,Senior,199564,201-1000,Hybrid,3.6,5
Machine Learning Engineer,Meta,Senior,171140,1-50,On-site,3.8,16
Financial Analyst,Meta,Entry,62441,201-1000,Remote,2.8,6
Financial Analyst,Startup B,Entry,46989,1001-5000,Hybrid,5.0,32
DevOps Engineer,Microsoft,Entry,70948,201-1000,Hybrid,3.4,235
Data Scientist,Salesforce,Mid,111270,1001-5000,Hybrid,3.9,10
UX Designer,IBM,Director,202408,1001-5000,Remote,4.1,11
Business Analyst,Apple,VP,223577,1-50,Remote,3.8,163
Product Manager,Startup A,Entry,72531,1001-5000,Remote,3.5,454
Frontend Developer,Uber,Mid,114133,51-200,Remote,2.6,65
Product Manager,Google,Mid,140510,201-1000,Hybrid,4.2,18
Backend Developer,Startup B,Mid,110830,51-200,Hybrid,3.2,2
Product Manager,Google,Mid,141152,5001+,On-site,3.4,11
UX Designer,Oracle,Senior,164823,5001+,On-site,2.0,11
Backend Developer,IBM,Senior,138117,5001+,On-site,5.0,11
Machine Learning Engineer,Microsoft,Mid,152220,201-1000,Remote,4.1,15
HR Manager,Uber,Lead,139969,51-200,Hybrid,4.1,20
Software Engineer,Airbnb,Entry,87103,201-1000,Remote,4.4,18
Software Engineer,Microsoft,VP,294597,5001+,Remote,3.0,4
DevOps Engineer,Apple,Senior,142900,1-50,On-site,4.7,9
Software Engineer,Meta,Lead,218634,201-1000,Hybrid,3.5,150
Data Scientist,IBM,Senior,166562,201-1000,On-site,4.7,5
Marketing Manager,Uber,Senior,124869,201-1000,Hybrid,2.8,13
DevOps Engineer,Startup A,Director,263292,1001-5000,Remote,2.7,117
UX Designer,Startup A,Mid,107712,51-200,On-site,4.7,16
Machine Learning Engineer,Apple,Senior,191988,201-1000,Hybrid,3.4,6
Frontend Developer,Google,Entry,62065,1-50,Remote,3.6,104
Product Manager,Airbnb,Entry,73178,5001+,Remote,3.6,94
Operations Manager,Intel,Lead,132069,1001-5000,Hybrid,3.9,33
Marketing Manager,Mid-size Corp,Entry,55983,201-1000,Hybrid,3.8,215
Business Analyst,Enterprise Corp,Mid,75245,5001+,On-site,4.0,41
Backend Developer,Oracle,Entry,73187,201-1000,Hybrid,3.6,67
Data Scientist,Mid-size Corp,Entry,69624,201-1000,Hybrid,4.7,41
Financial Analyst,Startup B,Entry,51087,201-1000,Hybrid,2.8,3
Software Engineer,Microsoft,Mid,136809,1001-5000,Remote,4.0,16
Business Analyst,Apple,Entry,56357,1-50,Hybrid,3.7,142
Product Manager,Google,Senior,191174,1001-5000,Remote,4.2,6
UX Designer,Mid-size Corp,Director,209355,1001-5000,Hybrid,5.0,19
Operations Manager,Uber,Senior,120961,201-1000,Remote,3.7,244
Machine Learning Engineer,Microsoft,Senior,190293,201-1000,On-site,3.9,48
Financial Analyst,IBM,Mid,90026,201-1000,On-site,3.7,59
Operations Manager,Mid-size Corp,Lead,160799,5001+,Hybrid,3.7,27
UX Designer,Mid-size Corp,Director,217952,201-1000,Remote,3.1,2
DevOps Engineer,Meta,Entry,79543,201-1000,Remote,3.6,53
Product Manager,Uber,Senior,168606,1001-5000,Remote,4.2,564
Sales Representative,Amazon,Entry,50102,5001+,Remote,2.9,187
Product Manager,Apple,Director,237272,1001-5000,On-site,5.0,4
HR Manager,Amazon,Senior,117740,51-200,Hybrid,4.2,15
Business Analyst,Salesforce,Mid,80169,201-1000,Hybrid,4.7,15
HR Manager,Mid-size Corp,Mid,79796,201-1000,Hybrid,4.8,5780
Marketing Manager,Mid-size Corp,Entry,67623,5001+,On-site,4.0,122
Operations Manager,Mid-size Corp,Mid,80174,51-200,Remote,4.1,96
DevOps Engineer,Startup B,Entry,76458,1-50,Hybrid,3.1,13
Frontend Developer,Startup B,Mid,105576,201-1000,Hybrid,3.3,5
Backend Developer,Google,Senior,172388,201-1000,Hybrid,4.4,4
Frontend Developer,IBM,Lead,154004,1-50,Remote,3.9,28
Business Analyst,Intel,Senior,137606,201-1000,Hybrid,2.8,14
UX Designer,Meta,Mid,93084,1001-5000,Hybrid,4.5,546
Frontend Developer,Google,Mid,102059,51-200,Hybrid,3.3,264
Machine Learning Engineer,Intel,Entry,91795,201-1000,On-site,4.1,37
Frontend Developer,Microsoft,Mid,117413,1001-5000,Hybrid,3.7,168
Marketing Manager,Enterprise Corp,Entry,53651,201-1000,On-site,3.6,8
Product Manager,Airbnb,Mid,117959,51-200,Hybrid,2.8,106
Backend Developer,Apple,VP,312260,1001-5000,On-site,3.4,108
Machine Learning Engineer,Uber,Senior,197239,201-1000,Remote,2.7,10
Data Scientist,Oracle,Mid,109654,1001-5000,Hybrid,2.8,11
HR Manager,Mid-size Corp,Lead,145542,51-200,Hybrid,4.3,1
UX Designer,Startup A,Mid,117076,1-50,On-site,4.0,143
Business Analyst,Mid-size Corp,Mid,77730,5001+,Hybrid,3.6,14
Product Manager,Airbnb,Senior,158538,51-200,On-site,4.2,58
Marketing Manager,Startup A,Director,212202,1001-5000,Hybrid,3.6,16
Sales Representative,Amazon,Mid,85638,201-1000,Hybrid,3.1,35
DevOps Engineer,Amazon,Entry,76134,201-1000,On-site,3.9,3
Data Scientist,Enterprise Corp,Mid,125535,5001+,Hybrid,4.8,27
Backend Developer,Microsoft,Mid,99748,201-1000,Remote,3.8,127
Operations Manager,Intel,Director,168286,5001+,Hybrid,3.1,326
Sales Representative,Netflix,Mid,81795,1001-5000,Remote,4.4,110
Operations Manager,Meta,VP,248656,1001-5000,Hybrid,4.4,577
DevOps Engineer,Salesforce,Mid,117471,51-200,Remote,2.5,235
UX Designer,Startup B,Mid,106198,1001-5000,Hybrid,3.0,73
Product Manager,Intel,Mid,115015,5001+,Hybrid,3.4,87
Product Manager,Netflix,Senior,207806,1001-5000,On-site,2.9,1
Financial Analyst,Apple,Senior,136149,1001-5000,Remote,3.7,54
Software Engineer,Mid-size Corp,Lead,196058,5001+,Remote,3.7,44
UX Designer,Salesforce,Entry,78353,51-200,Hybrid,4.6,94
Backend Developer,Mid-size Corp,Mid,114295,51-200,On-site,3.7,1
Data Scientist,Enterprise Corp,Senior,199481,1001-5000,Hybrid,4.1,9
Sales Representative,Uber,Senior,94685,5001+,Hybrid,5.0,5
UX Designer,Microsoft,Director,189809,1001-5000,Hybrid,4.2,9
Product Manager,Startup B,VP,333628,51-200,On-site,3.2,6
Backend Developer,IBM,Senior,161339,5001+,Hybrid,4.0,31
HR Manager,Apple,Mid,90206,201-1000,Hybrid,3.1,343
Machine Learning Engineer,Microsoft,VP,392025,1001-5000,On-site,2.7,20
Backend Developer,Airbnb,Director,202697,201-1000,Hybrid,3.9,43
Marketing Manager,Startup A,Director,209916,51-200,Remote,4.4,436
Business Analyst,Amazon,Director,197465,201-1000,Hybrid,2.7,25
Machine Learning Engineer,Uber,Director,298521,5001+,Remote,3.7,974
Product Manager,Oracle,Mid,115025,51-200,Hybrid,5.0,15
HR Manager,Meta,Mid,91133,1-50,On-site,3.6,134
Sales Representative,Airbnb,Mid,70818,201-1000,Remote,3.8,8
Financial Analyst,Startup A,Mid,84717,201-1000,Hybrid,4.0,35
Frontend Developer,Amazon,Mid,102775,1001-5000,On-site,4.7,58
Marketing Manager,Startup B,Senior,113580,1001-5000,Hybrid,3.6,6
Business Analyst,Mid-size Corp,Senior,113110,1-50,On-site,3.5,55
Marketing Manager,Meta,Mid,105745,201-1000,Remote,3.1,44
Frontend Developer,IBM,Senior,156521,201-1000,Hybrid,3.2,2
Data Scientist,Google,Entry,77427,51-200,On-site,3.6,7
Backend Developer,Microsoft,Entry,68450,1001-5000,Hybrid,3.5,143
Product Manager,Microsoft,Senior,189158,1-50,Remote,3.2,12
Product Manager,Amazon,Senior,170934,201-1000,Remote,3.1,285
HR Manager,Netflix,Lead,124632,1-50,On-site,5.0,176
Backend Developer,Meta,Lead,175461,1001-5000,Hybrid,4.6,130
Software Engineer,Mid-size Corp,Lead,175422,1-50,Remote,4.3,422
HR Manager,IBM,Mid,72999,201-1000,Hybrid,2.4,30
Operations Manager,Mid-size Corp,Senior,139135,201-1000,Hybrid,4.6,3
Marketing Manager,Uber,Entry,70609,201-1000,On-site,5.0,213
Product Manager,IBM,Entry,81044,1001-5000,Remote,2.7,91
UX Designer,Mid-size Corp,Senior,163007,5001+,Hybrid,4.2,68
Product Manager,Meta,Mid,120352,1001-5000,On-site,4.1,123
Machine Learning Engineer,Apple,Entry,97540,201-1000,On-site,3.4,28
Sales Representative,Intel,Lead,105016,51-200,Remote,4.3,48
Data Scientist,Startup B,Entry,80555,1001-5000,Hybrid,2.7,73
Data Scientist,Intel,Senior,190880,51-200,Hybrid,3.5,37
Business Analyst,Enterprise Corp,Mid,89815,201-1000,Remote,2.7,15
DevOps Engineer,Mid-size Corp,Entry,71825,201-1000,Hybrid,4.6,102
Machine Learning Engineer,Apple,Lead,194569,201-1000,Remote,4.3,116
Data Scientist,Microsoft,Director,239951,201-1000,Hybrid,4.3,131
Machine Learning Engineer,Intel,Mid,118977,1001-5000,Hybrid,4.9,12
UX Designer,Oracle,Mid,117127,5001+,Hybrid,3.4,21
Backend Developer,Oracle,Mid,111641,1001-5000,On-site,3.7,116
DevOps Engineer,Uber,Lead,168794,51-200,On-site,4.4,103
Financial Analyst,Startup B,Entry,53108,1001-5000,Remote,4.1,5
UX Designer,Mid-size Corp,Mid,90812,5001+,Remote,4.0,31
Machine Learning Engineer,Apple,Lead,199178,201-1000,Remote,3.9,111
Backend Developer,Startup A,Senior,140337,201-1000,Hybrid,3.8,85
Operations Manager,Airbnb,Director,170255,5001+,Hybrid,3.7,221
Data Scientist,Intel,Senior,189917,201-1000,Hybrid,4.0,428
Product Manager,Mid-size Corp,Entry,86059,201-1000,On-site,4.7,95
Marketing Manager,Meta,Entry,56966,5001+,On-site,4.3,129
Product Manager,Mid-size Corp,Entry,93655,201-1000,Remote,2.9,16
Backend Developer,Oracle,Entry,82199,51-200,On-site,4.6,18
Financial Analyst,Meta,Entry,55405,1-50,Hybrid,3.8,10
Marketing Manager,Microsoft,Entry,59249,51-200,Remote,2.2,4
Data Scientist,Airbnb,Mid,141570,1001-5000,On-site,3.7,197
Product Manager,Startup A,Senior,190858,1001-5000,Hybrid,4.3,57
Backend Developer,Airbnb,Senior,163719,5001+,On-site,2.8,19
UX Designer,Salesforce,Mid,91400,51-200,On-site,4.5,24
Data Scientist,Meta,Entry,84700,5001+,Hybrid,4.4,26
Software Engineer,Salesforce,Mid,134671,1001-5000,On-site,3.8,123
Machine Learning Engineer,IBM,Mid,141599,1-50,On-site,3.6,132
Product Manager,Google,Mid,124083,201-1000,Remote,3.8,29
Machine Learning Engineer,Intel,Mid,138352,1001-5000,On-site,3.1,48
Frontend Developer,Google,Mid,98375,1-50,Remote,4.8,27
Marketing Manager,Mid-size Corp,Senior,147014,201-1000,On-site,3.6,56
Sales Representative,Mid-size Corp,Director,149728,1001-5000,On-site,3.1,430
Data Scientist,Netflix,Senior,189886,1-50,Hybrid,3.7,25
Product Manager,Airbnb,Mid,147017,1-50,Hybrid,3.5,140
Marketing Manager,Uber,Mid,100333,51-200,Remote,4.4,186
Software Engineer,Startup B,Senior,145154,201-1000,Hybrid,4.2,5
Machine Learning Engineer,Apple,Senior,174826,1001-5000,On-site,3.1,67
Product Manager,Enterprise Corp,Mid,115390,51-200,On-site,3.8,63
Backend Developer,Meta,Director,211759,201-1000,On-site,4.5,718
Marketing Manager,Intel,Director,194695,201-1000,Hybrid,4.6,10
UX Designer,Startup A,Senior,164231,201-1000,On-site,4.2,50
Marketing Manager,Google,Mid,92751,201-1000,On-site,3.7,16
Financial Analyst,IBM,Senior,136076,51-200,On-site,4.0,107
Operations Manager,Salesforce,Entry,58112,201-1000,Hybrid,3.4,914
UX Designer,Amazon,Senior,146337,201-1000,Remote,3.0,74
Data Scientist,Salesforce,Director,217146,1001-5000,On-site,3.2,17
Machine Learning Engineer,Microsoft,Lead,190724,51-200,Remote,3.0,29
Product Manager,Startup B,VP,369852,201-1000,On-site,4.5,23
Business Analyst,Uber,Entry,59106,51-200,On-site,3.7,23
Marketing Manager,Startup A,Lead,137729,1001-5000,Remote,3.1,31
Data Scientist,Uber,Senior,156802,5001+,Remote,2.2,25
Product Manager,Microsoft,Senior,183088,51-200,On-site,4.2,105
Product Manager,Mid-size Corp,Entry,96331,201-1000,Remote,3.8,35
Product Manager,IBM,Director,252647,5001+,Hybrid,1.9,35
DevOps Engineer,IBM,Mid,132447,1001-5000,Remote,3.1,20
Marketing Manager,Netflix,Senior,130049,5001+,Hybrid,2.6,61
UX Designer,Netflix,Lead,178585,5001+,On-site,4.7,515
Product Manager,Microsoft,Lead,206837,1001-5000,Remote,3.8,165
Frontend Developer,Mid-size Corp,Mid,111045,201-1000,On-site,2.7,68
Financial Analyst,Uber,Mid,75594,201-1000,Hybrid,3.9,2709
Software Engineer,Google,Senior,167078,51-200,Remote,3.7,3
Backend Developer,Apple,Entry,75154,5001+,Hybrid,2.8,37
Financial Analyst,Mid-size Corp,Entry,48200,201-1000,Hybrid,3.6,25
Product Manager,Mid-size Corp,Entry,87957,51-200,On-site,5.0,31
DevOps Engineer,Airbnb,Entry,82748,5001+,Remote,3.7,20
Backend Developer,Apple,Mid,122868,1001-5000,On-site,3.5,20
Frontend Developer,Startup A,Entry,61081,51-200,Hybrid,3.2,82
Marketing Manager,Netflix,Mid,87378,51-200,Hybrid,3.2,402
Machine Learning Engineer,Salesforce,Senior,183082,51-200,Remote,2.8,30
Backend Developer,Netflix,VP,305914,1-50,On-site,2.7,170
DevOps Engineer,IBM,Lead,199463,201-1000,On-site,3.8,83
Software Engineer,Startup A,Lead,219086,201-1000,Hybrid,2.6,781
Marketing Manager,Salesforce,VP,275755,51-200,On-site,2.8,72
Software Engineer,Google,Director,229838,201-1000,Remote,3.8,11
Product Manager,Intel,Senior,173228,1001-5000,Hybrid,3.5,30
UX Designer,Amazon,Senior,158000,1001-5000,Remote,3.3,29
Data Scientist,IBM,Entry,84666,51-200,On-site,3.1,29
Frontend Developer,Google,Lead,188727,1001-5000,Hybrid,3.6,39
UX Designer,Startup A,Entry,78430,51-200,Remote,4.3,266
Marketing Manager,Amazon,Director,203855,1001-5000,Remote,2.9,539
Operations Manager,Startup A,Entry,67057,201-1000,Hybrid,4.2,216
Data Scientist,Oracle,Entry,88964,51-200,Remote,4.2,7
Frontend Developer,Amazon,Mid,109141,1001-5000,Hybrid,3.1,5
Machine Learning Engineer,Enterprise Corp,Senior,176728,1001-5000,Remote,4.0,597
Frontend Developer,Microsoft,Senior,176247,51-200,Hybrid,4.0,561
HR Manager,Startup A,Entry,56545,5001+,On-site,3.9,234
Machine Learning Engineer,Google,Entry,90204,1001-5000,On-site,4.2,67
Frontend Developer,Google,VP,279902,5001+,Hybrid,4.4,35
Marketing Manager,Startup B,Entry,52784,51-200,Hybrid,4.1,290
UX Designer,Uber,Senior,153850,201-1000,Remote,4.7,30
Sales Representative,Oracle,Mid,78259,1001-5000,Hybrid,3.7,51
DevOps Engineer,Microsoft,VP,326225,5001+,Hybrid,3.8,51
DevOps Engineer,Apple,Mid,129000,1-50,Hybrid,3.1,1014
Backend Developer,Startup A,Mid,111015,201-1000,Remote,2.8,78
Backend Developer,Microsoft,Director,262254,1-50,Hybrid,3.8,22
Operations Manager,Startup B,VP,279386,5001+,On-site,3.1,5
Software Engineer,Enterprise Corp,Mid,112819,201-1000,Hybrid,4.4,58
UX Designer,Apple,Senior,150801,1-50,Remote,4.6,104
Business Analyst,Meta,Mid,84394,1001-5000,Remote,4.9,81
Sales Representative,Startup B,Entry,50652,51-200,On-site,3.7,27
Frontend Developer,Startup B,Senior,132041,1001-5000,Hybrid,5.0,287
Marketing Manager,Salesforce,Senior,126295,201-1000,On-site,3.3,6
Software Engineer,IBM,Mid,108934,1001-5000,On-site,4.4,3
Machine Learning Engineer,Airbnb,Mid,129065,201-1000,Remote,4.3,236
Product Manager,Amazon,VP,392967,5001+,Hybrid,3.8,190
Business Analyst,Startup B,Mid,97184,51-200,Hybrid,4.2,5
Data Scientist,Salesforce,Senior,183099,1001-5000,Hybrid,3.9,6
Financial Analyst,Oracle,Senior,104423,51-200,Remote,3.3,57
Data Scientist,Google,Mid,131794,201-1000,On-site,2.6,9
UX Designer,Meta,Lead,173578,201-1000,On-site,3.5,42
Machine Learning Engineer,Apple,Lead,184763,1-50,Remote,4.5,4
Product Manager,Netflix,Entry,95299,1-50,On-site,4.4,105
UX Designer,Salesforce,Senior,132538,1001-5000,Remote,3.8,13
Frontend Developer,Startup B,Lead,162062,1-50,Hybrid,3.3,41
Backend Developer,Salesforce,Senior,157776,1-50,Remote,2.9,1601
Data Scientist,Meta,Senior,198861,51-200,Remote,4.0,23
Frontend Developer,Google,Lead,160504,201-1000,Remote,3.4,30
UX Designer,Airbnb,Director,181858,5001+,On-site,3.5,1
Financial Analyst,Startup A,Mid,84470,1-50,On-site,5.0,5
Marketing Manager,Oracle,Senior,120172,201-1000,Hybrid,4.1,24
Backend Developer,Intel,Director,248783,201-1000,On-site,5.0,34
Product Manager,Uber,Senior,167811,51-200,On-site,4.9,41
Business Analyst,Microsoft,Mid,94920,51-200,On-site,4.6,82
Machine Learning Engineer,Oracle,Mid,145779,1001-5000,Remote,4.5,155
HR Manager,Enterprise Corp,Mid,82842,201-1000,On-site,2.7,109
Financial Analyst,Microsoft,Entry,53690,201-1000,On-site,3.2,20
Sales Representative,Apple,Senior,102071,201-1000,Remote,3.3,2
Business Analyst,Intel,Senior,126420,201-1000,Remote,3.9,8
Machine Learning Engineer,Startup A,Lead,223638,201-1000,Hybrid,4.0,88
Sales Representative,Mid-size Corp,Lead,128094,1-50,Hybrid,4.2,13
Financial Analyst,Enterprise Corp,Mid,81784,201-1000,On-site,4.9,36
Machine Learning Engineer,Oracle,Mid,128213,201-1000,On-site,3.8,14
DevOps Engineer,Intel,Senior,186844,201-1000,On-site,4.8,1428
DevOps Engineer,Startup B,Senior,155409,51-200,Remote,4.3,24
Data Scientist,Startup B,Senior,200420,51-200,Remote,3.5,10
Sales Representative,Amazon,Entry,44880,5001+,Hybrid,3.5,8
Machine Learning Engineer,IBM,VP,382957,51-200,On-site,4.5,93
HR Manager,Startup A,Lead,132797,201-1000,Remote,4.4,1
Marketing Manager,Startup B,Lead,145315,201-1000,On-site,3.9,25
Product Manager,Oracle,Director,261924,1001-5000,Remote,4.5,546
Marketing Manager,Google,Entry,57473,201-1000,Hybrid,3.7,10
UX Designer,Google,Mid,99319,201-1000,Hybrid,3.5,33
Frontend Developer,Apple,Lead,164542,1001-5000,Hybrid,4.4,109
Software Engineer,Startup A,Mid,118018,201-1000,Remote,4.3,326
UX Designer,IBM,Senior,149656,201-1000,Hybrid,3.7,73
DevOps Engineer,Intel,Mid,115518,5001+,Hybrid,4.0,7
Marketing Manager,Uber,Entry,65601,51-200,Hybrid,3.7,51
Backend Developer,Startup B,Senior,160666,5001+,On-site,4.2,20
Financial Analyst,Startup A,Lead,141014,201-1000,Remote,3.7,70
HR Manager,IBM,Lead,119695,51-200,Hybrid,2.1,321
UX Designer,IBM,Senior,166238,1001-5000,On-site,3.8,8
Frontend Developer,Meta,VP,295556,51-200,On-site,4.7,27
Software Engineer,Uber,Senior,177646,1001-5000,On-site,3.2,19
DevOps Engineer,Startup A,Entry,78233,51-200,Remote,3.5,27
Product Manager,Airbnb,Senior,185124,5001+,Hybrid,3.8,25
Financial Analyst,Enterprise Corp,Senior,116800,201-1000,Remote,2.9,205
UX Designer,Microsoft,Entry,60151,51-200,On-site,3.6,56
HR Manager,Meta,Mid,87228,1001-5000,Remote,4.7,135
Financial Analyst,Microsoft,Mid,73839,201-1000,On-site,5.0,37
DevOps Engineer,Salesforce,Senior,170461,51-200,Remote,3.7,148
Business Analyst,Apple,Director,173913,201-1000,Hybrid,3.3,67
DevOps Engineer,Startup A,Director,213198,1001-5000,Remote,4.3,36
UX Designer,Google,Entry,67780,5001+,Remote,3.1,56
Marketing Manager,Google,VP,254059,1-50,On-site,2.7,165
UX Designer,Enterprise Corp,Mid,110861,1001-5000,Remote,3.8,21
Product Manager,Microsoft,Lead,190758,201-1000,On-site,4.2,766
Marketing Manager,Mid-size Corp,Entry,57058,51-200,Remote,3.9,16
Operations Manager,Enterprise Corp,Entry,59987,1001-5000,On-site,4.1,19
Machine Learning Engineer,Salesforce,Mid,128423,1001-5000,On-site,2.9,8
Sales Representative,Mid-size Corp,Senior,102994,51-200,Hybrid,4.4,15
Business Analyst,Meta,Director,156539,1-50,Remote,4.5,1
Operations Manager,Salesforce,Senior,136936,51-200,On-site,4.8,343
Machine Learning Engineer,Uber,Lead,213291,201-1000,Hybrid,3.7,5
DevOps Engineer,Uber,Director,255638,51-200,Remote,3.9,587
Backend Developer,Meta,Mid,131894,1001-5000,Hybrid,3.8,54
Marketing Manager,Mid-size Corp,VP,245272,1001-5000,Hybrid,3.6,129
HR Manager,Startup A,Lead,134554,1001-5000,Hybrid,4.3,105
Frontend Developer,Startup A,Lead,183331,201-1000,Hybrid,4.4,69
Financial Analyst,Google,Lead,136874,1001-5000,Remote,4.2,16
HR Manager,Meta,Director,168848,5001+,Hybrid,4.7,9
HR Manager,Intel,Mid,90431,201-1000,Hybrid,3.1,264
Product Manager,Amazon,Mid,140061,5001+,On-site,3.5,140
Operations Manager,Intel,Senior,124280,201-1000,Hybrid,2.2,62
Product Manager,Oracle,Entry,72681,5001+,Hybrid,2.6,17
Business Analyst,Amazon,Lead,144411,201-1000,On-site,3.1,67
HR Manager,Airbnb,VP,201016,51-200,On-site,3.7,24
DevOps Engineer,Meta,Director,252385,1001-5000,On-site,2.6,595
Financial Analyst,IBM,Entry,53689,51-200,On-site,3.5,8
Software Engineer,Meta,Entry,67713,201-1000,Remote,2.9,316
Operations Manager,Startup A,Mid,93929,1001-5000,Remote,3.3,3
DevOps Engineer,Amazon,Mid,132883,201-1000,Remote,4.0,19
Marketing Manager,Mid-size Corp,Senior,143095,1001-5000,Hybrid,4.1,60
UX Designer,Intel,Senior,157767,1001-5000,Hybrid,3.0,104
DevOps Engineer,IBM,Mid,129220,201-1000,Hybrid,3.9,316
DevOps Engineer,Enterprise Corp,VP,286246,201-1000,Hybrid,3.3,147
Backend Developer,Google,Mid,117640,201-1000,Remote,3.5,5
HR Manager,Google,Director,176306,51-200,Remote,4.1,34
Business Analyst,Apple,VP,238565,51-200,Hybrid,4.1,50
Product Manager,Microsoft,Lead,177163,1001-5000,Remote,3.5,868
Marketing Manager,Airbnb,Mid,99970,1-50,Hybrid,3.8,27
Backend Developer,Oracle,Mid,124644,51-200,Remote,3.8,30
Machine Learning Engineer,Apple,Entry,96721,51-200,Remote,3.7,75
Frontend Developer,Salesforce,Mid,122068,1-50,Remote,3.5,8
Financial Analyst,IBM,Mid,81463,5001+,Remote,4.1,29
Financial Analyst,Uber,Senior,103611,201-1000,Remote,3.5,2093
Operations Manager,Meta,Director,168631,1001-5000,Hybrid,4.8,72
Business Analyst,Salesforce,Senior,115724,201-1000,On-site,3.4,56
Data Scientist,Netflix,Entry,72052,1001-5000,Hybrid,3.9,80
Software Engineer,Netflix,Entry,89562,5001+,Remote,3.5,380
Marketing Manager,IBM,Senior,146334,1001-5000,Hybrid,4.2,236
Operations Manager,Meta,Entry,53188,201-1000,Hybrid,3.2,152
Operations Manager,Meta,Senior,115054,201-1000,On-site,3.6,74
UX Designer,Airbnb,Mid,95482,201-1000,Remote,4.3,24
Business Analyst,Microsoft,Senior,112562,5001+,Remote,3.5,86
Frontend Developer,Google,VP,344533,201-1000,Hybrid,3.1,121
Sales Representative,Enterprise Corp,Senior,102410,51-200,Remote,4.6,53
Frontend Developer,Airbnb,Senior,146940,201-1000,Remote,2.5,244
Marketing Manager,Google,Lead,137676,1001-5000,On-site,2.6,62
Software Engineer,Airbnb,Mid,123875,51-200,Remote,3.0,2
UX Designer,Meta,Director,215885,51-200,Hybrid,4.0,21
Marketing Manager,Amazon,Senior,114891,5001+,Hybrid,2.6,28
Backend Developer,Enterprise Corp,Entry,73147,1001-5000,Hybrid,3.4,73
